category,score,source_id,paper_title,source_file,section_or_page,object_type,object_name,short_claim_summary,verbatim_or_near_verbatim_claim,citation_pointer,version_preference_status,canonical_status,AASC_family,AASC_subfamily,kernel_role,interface_role,closure_role,gate_role,impossibility_role,construction_role
F_topology_geometry_process,79,RP-R01-REM-002,Realized Persistence Cannot Be Physically Null Minimal Non-Vacuous Structure for Physical Realization,R1_Realized_Persistence_Cannot_Be_Physically_Null.pdf,Page 8; formal number 2.10,Remark,No topology or metric is imported,"The words “interior”, “locus”, and “neighborhood” in this paper are not topological primitives. They name quotient roles induced by admissibility-bearing continuation and reconstruction. No open sets, manifold charts, metric distances, differentiable structure, or primitive adjacency relation are…","Remark 2.10 (No topology or metric is imported). The words “interior”, “locus”, and “neighborhood” in this paper are not topological primitives. They name quotient roles induced by admissibility-bearing continuation and reconstruction. No open sets, manifold charts, metric distances, differentiable structure, or primitive adjacency relation are assumed. Those are subsequent reconstruction targets.","R1_Realized_Persistence_Cannot_Be_Physically_Null.pdf, p. 8",,Candidate canonical object from source PDF,Realized physics / non-vacuous physical interior layer,"realization, persistence, non-null physical domain control",Applies kernel admissibility/standing/irreversibility to physical realization.,"Constrains interface formation: continuation, locality, comparison, quotient, transport, or boundary behavior.",Supports closure/exclusion/minimality control in the realized-physics arc.,,"Blocks primitive reification, null-realization, or illicit identification.",Controls admissible physical role construction and identity-preserving deployment.
F_topology_geometry_process,67,RP-R03-REM-008,Continuation Loci and the Origin of Local Domains Pre-Topological Continuation-Neighborhood Structure under Standing-Bearing Persistence,R3_Continuation_Loci_and_the_Origin_of_Local_Domains.pdf,Page 15; formal number 13.1,Remark,Why “pre-topological” is the correct target,A topology supplies a family of open sets satisfying closure properties. A metric supplies distances that induce a topology. A causal structure supplies order-like constraints. None of those primitives is supplied here. It supplies adjacency as a boundary-compatible continuation-relevance relation…,"Remark 13.1 (Why “pre-topological” is the correct target). A topology supplies a family of open sets satisfying closure properties. A metric supplies distances that induce a topology. A causal structure supplies order-like constraints. None of those primitives is supplied here. It supplies adjacency as a boundary-compatible continuation-relevance relation and local domains as adjacencypath closures. That is weaker than topology, but sufficient to define the next reconstruction question: one can ask what stability, overlap, separation, and composition constraints are required for these local domains to admit topological or metric representation.","R3_Continuation_Loci_and_the_Origin_of_Local_Domains.pdf, p. 15",,Candidate canonical object from source PDF,Realized physics / locality and domain-formation layer,"standing localization, continuation loci, local-domain origin",Applies kernel admissibility/standing/irreversibility to physical realization.,"Constrains interface formation: continuation, locality, comparison, quotient, transport, or boundary behavior.",Supports closure/exclusion/minimality control in the realized-physics arc.,Boundary/classification/presentation-control role.,,Controls admissible physical role construction and identity-preserving deployment.
F_topology_geometry_process,59,RP-R03-CRT-001,Continuation Loci and the Origin of Local Domains Pre-Topological Continuation-Neighborhood Structure under Standing-Bearing Persistence,R3_Continuation_Loci_and_the_Origin_of_Local_Domains.pdf,Page 9; formal number 6.1,Criterion,No topology import,A candidate continuation-neighborhood assignment ND is admissible in this analysis only if it is induced by boundary-compatible continuation relevance among bounded standing-localization loci. It is inadmissible as a primitive import if its membership is fixed by any of the following without…,Criterion 6.1 (No topology import). A candidate continuation-neighborhood assignment ND is admissible in this analysis only if it is induced by boundary-compatible continuation relevance among bounded standing-localization loci. It is inadmissible as a primitive import if its membership is fixed by any of the following without same-domain admissibility support:,"R3_Continuation_Loci_and_the_Origin_of_Local_Domains.pdf, p. 9",,Candidate canonical object from source PDF,Realized physics / locality and domain-formation layer,"standing localization, continuation loci, local-domain origin",Applies kernel admissibility/standing/irreversibility to physical realization.,"Constrains interface formation: continuation, locality, comparison, quotient, transport, or boundary behavior.",Supports closure/exclusion/minimality control in the realized-physics arc.,,,Controls admissible physical role construction and identity-preserving deployment.
F_topology_geometry_process,55,NF-Numerical_forcing_ARC_CNF5_62CEC7-THM-005,"CNF5: Coupling-Topology and Texture Forcing over the Canonical Coupling Carrier Standing Zeros, Nonzero Support, Finite Texture Classes, and Yukawa-Like Parameter Survival after CNF1-CNF4",Numerical_forcing_ARC_CNF5__Coupling_Topology_and_Texture_Forcing_over_the_Canonical_Coupling_Carrier.pdf,Page 13; formal number 14.2,Theorem,No Filter Leakage Theorem,"A coupling-texture claim is inadmissible if a filterleaking branch remains standing-bearing. In that case neither finite texture collapse nor zero/nonzero support forcing is licensed. Proof. A filter-leaking branch is an admissible continuation not represented in the survivor, quotient, or obstruction ledger. CNF2 finite collapse fails by reopening...","Theorem 14.2 (No Filter Leakage Theorem). A coupling-texture claim is inadmissible if a filterleaking branch remains standing-bearing. In that case neither finite texture collapse nor zero/nonzero support forcing is licensed. Proof. A filter-leaking branch is an admissible continuation not represented in the survivor, quotient, or obstruction ledger. CNF2 finite collapse fails by reopening continuation or obstruction incompleteness. CNF5 therefore cannot classify the slot as forced zero, forced nonzero, finite texture, or obstruction-complete.","Numerical_forcing_ARC_CNF5__Coupling_Topology_and_Texture_Forcing_over_the_Canonical_Coupling_Carrier.pdf, p. 13",,Candidate canonical object from source PDF,Operator / formal system layer,"operator-domain, totalization, algebraic closure, formal-completability control","Directly constrains admissibility, standing, reference fixation, confirmation, identity preservation, or irreversibility.","Controls AASC interface formation, metric/nonmetric status, admissible interior, quotient/projection, or bookkeeping interpretation.","Provides closure, exhaustion, minimality, uniqueness, rigidity, maximality, forcing, or certificate support.",,"Blocks illicit primitive, repair, surrogate, overreach, compatibility, or standing-laundering moves.",
F_topology_geometry_process,55,NF-Numerical_forcing_ARC_CNF5_62CEC7-THM-007,"CNF5: Coupling-Topology and Texture Forcing over the Canonical Coupling Carrier Standing Zeros, Nonzero Support, Finite Texture Classes, and Yukawa-Like Parameter Survival after CNF1-CNF4",Numerical_forcing_ARC_CNF5__Coupling_Topology_and_Texture_Forcing_over_the_Canonical_Coupling_Carrier.pdf,Page 15; formal number 16.6,Theorem,Finite Texture Collapse Theorem,"If the coupling slot set is role-finite, quotientexhausted, obstruction-complete, refinement-closed, continuation-closed, and equipped with a termination witness, then admissible coupling textures collapse to a finite texture class TDY,fin . If |TDY,fin | > 1, CNF5 licenses only membership in the finite class, not selection of a texture. Proof. This is CNF2...","Theorem 16.6 (Finite Texture Collapse Theorem). If the coupling slot set is role-finite, quotientexhausted, obstruction-complete, refinement-closed, continuation-closed, and equipped with a termination witness, then admissible coupling textures collapse to a finite texture class TDY,fin . If |TDY,fin | > 1, CNF5 licenses only membership in the finite class, not selection of a texture. Proof. This is CNF2 finite-sector collapse applied to the texture sector. Role-finite support bounds standing slot directions. Quotient exhaustion removes duplicate presentations. Obstruction completeness closes forbidden branches. Refinement and continuation closure block hidden reopening. A termination witness prevents nonterminating survivor generation. The result is finite quotient texture support, not exact texture selection.","Numerical_forcing_ARC_CNF5__Coupling_Topology_and_Texture_Forcing_over_the_Canonical_Coupling_Carrier.pdf, p. 15",,Candidate canonical object from source PDF,Numerical forcing / exactness layer,"numerical forcing, exactness, rigidity, mass-ratio, constant-readout, anchor-control layer","Directly constrains admissibility, standing, reference fixation, confirmation, identity preservation, or irreversibility.","Controls AASC interface formation, metric/nonmetric status, admissible interior, quotient/projection, or bookkeeping interpretation.","Provides closure, exhaustion, minimality, uniqueness, rigidity, maximality, forcing, or certificate support.",,"Blocks illicit primitive, repair, surrogate, overreach, compatibility, or standing-laundering moves.",
F_topology_geometry_process,53,RP-R02-REM-003,Standing Localization and the Origin of Physical Locality A Bounded-Locus Theorem for Standing-Bearing Persistence,R2_Standing_Localization_and_the_Origin_of_Physical_Locality.pdf,Page 7; formal number 2.14,Remark,No primitive topology,"The words “locus”, “boundary”, and “locality” are not primitive topological vocabulary here. They name admissibility-bearing role constraints. No open sets, neighborhoods, charts, metric balls, causal diamonds, spatial regions, or algebraic nets are assumed.","Remark 2.14 (No primitive topology). The words “locus”, “boundary”, and “locality” are not primitive topological vocabulary here. They name admissibility-bearing role constraints. No open sets, neighborhoods, charts, metric balls, causal diamonds, spatial regions, or algebraic nets are assumed.","R2_Standing_Localization_and_the_Origin_of_Physical_Locality.pdf, p. 7",,Candidate canonical object from source PDF,Realized physics / locality and domain-formation layer,"standing localization, continuation loci, local-domain origin",Applies kernel admissibility/standing/irreversibility to physical realization.,"Constrains interface formation: continuation, locality, comparison, quotient, transport, or boundary behavior.",Supports closure/exclusion/minimality control in the realized-physics arc.,,"Blocks primitive reification, null-realization, or illicit identification.",Controls admissible physical role construction and identity-preserving deployment.
G_classification_uniqueness,93,MIL-MILLENNIUM_ZIP_Admissibility_and_B8E75C-THM-041,"Admissibility and the Well-Definedness of Yang-Mills Endpoint Constructions Determinacy, Identity, and Uniqueness on Fixed Domains",MILLENNIUM_ZIP_Admissibility_and_the_Well_Definedness_of_Yang_Mills_Endpoint_Constructions.pdf,Page 86; formal number VIII.77,Theorem,"forces fixation of the bounded local gauge-invariant observable content, the","forces fixation of the bounded local gauge-invariant observable content, the vacuum restriction, and the local time-translation dynamics up to lawful AQFT equivalence. This is case (i). The dynamical uniqueness lemma proved earlier in this section then identifies the canonical local vacuum sector of T(G) e with the predecessor vacuum representation, and Theorem VIII.33 shows...","Theorem VIII.77 forces fixation of the bounded local gauge-invariant observable content, the vacuum restriction, and the local time-translation dynamics up to lawful AQFT equivalence. This is case (i). The dynamical uniqueness lemma proved earlier in this section then identifies the canonical local vacuum sector of T(G) e with the predecessor vacuum representation, and Theorem VIII.33 shows that every further same-theory enlargement falls under the completion classification theorem already proved. If, on the other hand, T(G) e is not a realization of the same theory on the same domain, then by Theorem VIII.77 the failure of local fixation is not a harmless same-domain difference: it changes the bounded local observable/dynamical content and therefore defines a different theory object. This is case (ii). The final equivalence statement is exactly the operator-algebraic reading of Theorems VIII.33 and VIII.76: once the local theorem object is fixed, any purported further same-domain structure either has no independent work, is a forbidden same-domain extension, violates conservation, or collapses extensionally back to the same gate/interior.","MILLENNIUM_ZIP_Admissibility_and_the_Well_Definedness_of_Yang_Mills_Endpoint_Constructions.pdf, p. 86",,Candidate canonical object from source PDF,Physics structural-recovery layer,"Standard Model, gauge, charge, chiral, Yang-Mills, Navier-Stokes, mass, mixing, phase, holonomy recovery","Directly constrains admissibility, standing, reference fixation, confirmation, identity preservation, well-definedness, or irreversibility.","Controls AASC interface formation, metric/nonmetric status, admissible interior, quotient/projection, OS/Wightman reconstruction, or bookkeeping interpretation.","Provides closure, exhaustion, minimality, uniqueness, rigidity, maximality, gap/smoothness, forced-existence, forcing, or certificate support.",Gate/envelope/scope/modality/classification/audit-control role.,"Blocks illicit primitive, repair, surrogate, overreach, compatibility, sector, or standing-laundering moves.","Controls admissible construction or application in a formal, physical, analytic, sector, numerical, or engineering regime."
G_classification_uniqueness,85,MIL-MILLENNIUM_ZIP_Admissibility_and_B8E75C-COR-020,"Admissibility and the Well-Definedness of Yang-Mills Endpoint Constructions Determinacy, Identity, and Uniqueness on Fixed Domains",MILLENNIUM_ZIP_Admissibility_and_the_Well_Definedness_of_Yang_Mills_Endpoint_Constructions.pdf,Page 87; formal number VIII.80,Corollary,Clay endpoint under AQFT individuation and completion,"Let T(G) e be any Clay-admissible Yang-Mills realization for the fixed gauge group G that is a realization of the same Yang-Mills theory on the same domain as the predecessor local theorem object. Then T(G) e is uniquely locally equivalent on its canonical local vacuum sector to the predecessor local theorem object, every further admissible enlargement is a theorem-scope...","Corollary VIII.80 (Clay endpoint under AQFT individuation and completion). Let T(G) e be any Clay-admissible Yang-Mills realization for the fixed gauge group G that is a realization of the same Yang-Mills theory on the same domain as the predecessor local theorem object. Then T(G) e is uniquely locally equivalent on its canonical local vacuum sector to the predecessor local theorem object, every further admissible enlargement is a theorem-scope admissible completion, and therefore its Hamiltonian satisfies","MILLENNIUM_ZIP_Admissibility_and_the_Well_Definedness_of_Yang_Mills_Endpoint_Constructions.pdf, p. 87",,Candidate canonical object from source PDF,Physics structural-recovery layer,"Standard Model, gauge, charge, chiral, Yang-Mills, Navier-Stokes, mass, mixing, phase, holonomy recovery","Directly constrains admissibility, standing, reference fixation, confirmation, identity preservation, well-definedness, or irreversibility.",,"Provides closure, exhaustion, minimality, uniqueness, rigidity, maximality, gap/smoothness, forced-existence, forcing, or certificate support.",Gate/envelope/scope/modality/classification/audit-control role.,,"Controls admissible construction or application in a formal, physical, analytic, sector, numerical, or engineering regime."
G_classification_uniqueness,84,AASC4-P01-DEF-006,A Classification Theorem for Admissible Standard-Model Structures Uniqueness Under Standing-Preserving and Transport Constraints,A_Classification_Theorem_for_Admissible_Standard_Model_Structures.pdf,Page 6; formal number 3.5,Definition,Identity-preserving equivalence,"Two admissible bookkeeping structures O1 and O2 are identity-preservingly equivalent, written O1 ≃Ad O2 , when there are admissible maps between them whose induced maps on standing quotients are inverse bijections and whose action preserves the witness…","Definition 3.5 (Identity-preserving equivalence). Two admissible bookkeeping structures O1 and O2 are identity-preservingly equivalent, written O1 ≃Ad O2 , when there are admissible maps between them whose induced maps on standing quotients are inverse bijections and whose action preserves the witness family, role typing, envelope-boundary status, transport interface, and admissible continuation structure. Equivalence is therefore uniqueness up to skin-level redescription, not literal equality of notation, coordinate choice, gauge, basis, or presentation.","A_Classification_Theorem_for_Admissible_Standard_Model_Structures.pdf, p. 6",Superseded by hardened May 27 ERK version,Candidate canonical object from source PDF; Superseded older version retained for provenance,Kernel/interface/closure layer,"admissibility, bivalence, AMetric, ATS, exhaustion, interior uniqueness",Defines/enforces kernel admissibility or standing conditions,Constrains interface/quotient/transport behavior,Supports closure-by-exhaustion or uniqueness control,Gate/classifier or selector-control role,,Controls admissible construction/description/object identity
G_classification_uniqueness,84,AASC4-P01-DEF-007,A Classification Theorem for Admissible Standard-Model Structures Uniqueness Under Standing-Preserving and Transport Constraints,A_Classification_Theorem_for_Admissible_Standard_Model_Structures.pdf,Page 6; formal number 3.6,Definition,Identity-preserving equivalence class,The identity-preserving equivalence class of an occupant O is [O]Ad := {O′ ∈ BAASC : O′ ≃Ad O}.,Definition 3.6 (Identity-preserving equivalence class). The identity-preserving equivalence class of an occupant O is [O]Ad := {O′ ∈ BAASC : O′ ≃Ad O}.,"A_Classification_Theorem_for_Admissible_Standard_Model_Structures.pdf, p. 6",Superseded by hardened May 27 ERK version,Candidate canonical object from source PDF; Superseded older version retained for provenance,General AASC corpus layer,general admissibility-control object,Defines/enforces kernel admissibility or standing conditions,,Supports closure-by-exhaustion or uniqueness control,Gate/classifier or selector-control role,,Controls admissible construction/description/object identity
G_classification_uniqueness,74,RP-R02-PRO-006,Standing Localization and the Origin of Physical Locality A Bounded-Locus Theorem for Standing-Bearing Persistence,R2_Standing_Localization_and_the_Origin_of_Physical_Locality.pdf,Page 12; formal number 8.2,Proposition,Uniqueness up to bounded-localization equivalence,"If BD and BD the same localization profile under lawful same-domain redescription, then ′ BD ≡Bound BD .","Proposition 8.2 (Uniqueness up to bounded-localization equivalence). If BD and BD the same localization profile under lawful same-domain redescription, then ′ BD ≡Bound BD .","R2_Standing_Localization_and_the_Origin_of_Physical_Locality.pdf, p. 12",,Candidate canonical object from source PDF,Realized physics / locality and domain-formation layer,"standing localization, continuation loci, local-domain origin",Applies kernel admissibility/standing/irreversibility to physical realization.,"Constrains interface formation: continuation, locality, comparison, quotient, transport, or boundary behavior.",Supports closure/exclusion/minimality control in the realized-physics arc.,Boundary/classification/presentation-control role.,,Controls admissible physical role construction and identity-preserving deployment.
G_classification_uniqueness,74,DCU-Dynamic_constant_uniqueness_P1_68EE6C-DEF-005,"The Standing Fixity of Physical Constants Admissibility Constraints on Fine-Tuning, Anthropic Selection, and Multiverse Variation",Dynamic_constant_uniqueness_P1_The_Standing_Fixity_of_Physical_Constants.pdf,Page 8; formal number 3.2,Definition,Standing identity,A standing identity is an equivalence class of presentations under admissible redescription. Two presentations stand for the same physical object only when they lie in the same admissibility-preserving equivalence class.,Definition 3.2 (Standing identity). A standing identity is an equivalence class of presentations under admissible redescription. Two presentations stand for the same physical object only when they lie in the same admissibility-preserving equivalence class.,"Dynamic_constant_uniqueness_P1_The_Standing_Fixity_of_Physical_Constants.pdf, p. 8",,Candidate canonical object from source PDF,Kernel / admissibility-standing-reference-irreversibility,"kernel primitives, standing, reference, admissibility, irreversibility","Directly constrains admissibility, standing, reference fixation, confirmation, identity preservation, or irreversibility.",,"Provides closure, exhaustion, minimality, uniqueness, rigidity, maximality, forcing, or certificate support.",Gate/envelope/scope/modality/classification/audit-control role.,,"Controls admissible construction or application in a formal, physical, agentic, numerical, or engineering regime."
H_solved_bridge_comparison,27,ERK20260527-New_erk_files_May_8962DE-THM-030,"Admissible Record Construction in Physically Non-Selective Quantum Regimes Fixed-Domain Quotients, Boundary-Trace Fixation, and Constructional Determinacy Overview. This manuscript treats the measurement problem as a fixed-domain",New_erk_files_May_27_Admissible_Record_Construction_in_Physically_Non_Selective_Quantum_Regimes.pdf,Page 52; formal number 11.4,Theorem,Unresolved admissible divergence destabilizes theory-level science,"Under the standing conditional of Section 2, unresolved admissible divergence in record-fixation assignments for measurement records makes fixed-domain ordering of constructed hypotheses under admissible record reuse, and with it the retained-record reuse/prospective-record reuse/deliberative guidance package built around those records, assignment-relative...","Theorem 11.4 (Unresolved admissible divergence destabilizes theory-level science). Under the standing conditional of Section 2, unresolved admissible divergence in record-fixation assignments for measurement records makes fixed-domain ordering of constructed hypotheses under admissible record reuse, and with it the retained-record reuse/prospective-record reuse/deliberative guidance package built around those records, assignment-relative rather than construction-relative.","New_erk_files_May_27_Admissible_Record_Construction_in_Physically_Non_Selective_Quantum_Regimes.pdf, p. 52",Preferred hardened version,Preferred hardened candidate from May 27 ERK source PDF,Kernel / admissibility-standing-reference-irreversibility,"kernel primitives, standing, reference, admissibility, irreversibility","Directly constrains admissibility, standing, reference fixation, confirmation, identity preservation, non-degeneracy, or irreversibility.","Controls AASC interface formation, metric/nonmetric status, admissible interior, quotient/projection, or bookkeeping interpretation.",,Gate/envelope/scope/modality/classification/audit-control role.,,"Controls admissible construction or application in a formal, physical, agentic, numerical, or engineering regime."
H_solved_bridge_comparison,27,ERK20260527-New_erk_files_May_879CB5-DEF-014,Continuation-Locus Induction under Admissibility-Bearing Governance A Fixed-Domain Persistence Theorem under AASC,New_erk_files_May_27_Continuation_Locus_Induction_under_Admissibility_Bearing_Governance.pdf,Page 14; formal number 10.1,Definition,Resolved locus preorder,A resolved locus preorder ⪯D on locus quotients is a same-domain order of standing-relevant inclusion or role-subsumption. It is admissible only if it is preserved under lawful redescription and quotient identity.,Definition 10.1 (Resolved locus preorder). A resolved locus preorder ⪯D on locus quotients is a same-domain order of standing-relevant inclusion or role-subsumption. It is admissible only if it is preserved under lawful redescription and quotient identity.,"New_erk_files_May_27_Continuation_Locus_Induction_under_Admissibility_Bearing_Governance.pdf, p. 14",Preferred hardened version,Preferred hardened candidate from May 27 ERK source PDF,Kernel / admissibility-standing-reference-irreversibility,"kernel primitives, standing, reference, admissibility, irreversibility","Directly constrains admissibility, standing, reference fixation, confirmation, identity preservation, non-degeneracy, or irreversibility.","Controls AASC interface formation, metric/nonmetric status, admissible interior, quotient/projection, or bookkeeping interpretation.","Provides closure, exhaustion, minimality, uniqueness, rigidity, maximality, forcing, or certificate support.",Gate/envelope/scope/modality/classification/audit-control role.,,
H_solved_bridge_comparison,27,ERK20260527-New_erk_files_May_879CB5-DEF-015,Continuation-Locus Induction under Admissibility-Bearing Governance A Fixed-Domain Persistence Theorem under AASC,New_erk_files_May_27_Continuation_Locus_Induction_under_Admissibility_Bearing_Governance.pdf,Page 14; formal number 10.2,Definition,Well-founded resolved locus domain,"A resolved locus domain is well-founded iff every nonempty family of continuation-locus quotients has a ⪯D -minimal element, or equivalently iff no infinite strictly descending chain of standing-relevant proper subloci is available in the fixed domain.","Definition 10.2 (Well-founded resolved locus domain). A resolved locus domain is well-founded iff every nonempty family of continuation-locus quotients has a ⪯D -minimal element, or equivalently iff no infinite strictly descending chain of standing-relevant proper subloci is available in the fixed domain.","New_erk_files_May_27_Continuation_Locus_Induction_under_Admissibility_Bearing_Governance.pdf, p. 14",Preferred hardened version,Preferred hardened candidate from May 27 ERK source PDF,Kernel / admissibility-standing-reference-irreversibility,"kernel primitives, standing, reference, admissibility, irreversibility","Directly constrains admissibility, standing, reference fixation, confirmation, identity preservation, non-degeneracy, or irreversibility.","Controls AASC interface formation, metric/nonmetric status, admissible interior, quotient/projection, or bookkeeping interpretation.","Provides closure, exhaustion, minimality, uniqueness, rigidity, maximality, forcing, or certificate support.",,,
H_solved_bridge_comparison,25,AASC-MR1-DEF-003,Metric-Relative Exactness after Non-Primitive Metricity,MR1 Metric_Relative Exactness after Non_Primitive Metricity/Metric_Relative_Exactness_after_Non_Primitive_Metricity.pdf,§3.1 / Definition 3.3,Definition,Common-scale action,Defines the unresolved one-dimensional scale freedom quotiented by ratios and shapes.,"A common-scale action maps (x1,...,xn) to (lambda x1,...,lambda xn), lambda>0, while preserving target identity, carrier role, quotient typing, and relative comparison structure.","MR1 §3.1, Def. 3.3; §3.2",,Pilot-ingested from canonical MR1 PDF; append-only.,AASC numerical-readiness / metric-relative reconstruction layer,MR Mass Ratio ARC / MR1 exactness-order paper,,Formalizes unresolved metric scale under non-primitive metricity.,Identifies the residual freedom whose non-exhaustion blocks raw absolute exactness.,,,Defines the action quotiented by ratio/shape objects.
H_solved_bridge_comparison,25,AASC-MR1-THM-001,Metric-Relative Exactness after Non-Primitive Metricity,MR1 Metric_Relative Exactness after Non_Primitive Metricity/Metric_Relative_Exactness_after_Non_Primitive_Metricity.pdf,§7 / Theorem 7.2,Theorem,Metric-Relative Priority Theorem,"Main MR1 ordering result: after non-primitive metricity, calibration-free relative skeleton is the first lawful exactness target.","When metricity is non-primitive and a directly metric-valued target family retains unresolved common-scale freedom preserving certified relative content, raw absolute representatives require additional scale-anchor fixation, while ratios and shape classes remain legitimate target classes.","MR1 §7, Theorem 7.2",,Pilot-ingested from canonical MR1 PDF; append-only.,AASC numerical-readiness / metric-relative reconstruction layer,MR Mass Ratio ARC / MR1 exactness-order paper,Uses admissibility/standing constraints to order numerical targets.,Applies AMetric/non-primitive metricity boundary to numerical exactness.,Relative target classes survive unresolved scale; absolute target does not.,Exactness-status gate.,,Foundation for metric-relative reconstruction arcs.
H_solved_bridge_comparison,25,AASC-MR3-THM-011,Spectral and Hierarchy Sources of Metric-Relative Shape,MR3 Spectral and Hierarchy Sources of Metric_Relative Shape/Spectral_and_Hierarchy_Sources_of_Metric_Relative_Shape.pdf,MR3 §18 / Thm. 18.1,Theorem,Source insufficiency theorem,Defines MR3 fail conditions and prevents overclaiming source strength.,"A source candidate fails to produce source-collapsing status if carrier standing, quotient stability, transport, normalization, calibration ancestry, extraction, target alignment, or restriction strength remains unresolved.",MR3 §18 / Thm. 18.1,,Batch-ingested from canonical MR PDF; append-only.,AASC numerical-readiness / metric-relative reconstruction layer,MR Mass Ratio ARC / MR3 spectral/hierarchy source paper,,,,,No source-collapsing status when any required ledger is unresolved.,
